,Unnamed: 0,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
39026,39036,33711101,Spacious private room in the heart of Astoria,10606171,Nicholas,Queens,Astoria,40.76257,-73.92161999999998,Private room,90,1,15,2019-09-22,1.88,1,184
39027,39037,33711350,Convienent Brooklyn (Fort Greene) Bedroom,41949280,Allison,Brooklyn,Fort Greene,40.6871,-73.97575,Private room,90,5,0,,,1,0
3836,3836,2659448,Bedstuy Apartment for Rent,13611255,Lamee,Brooklyn,Bedford-Stuyvesant,40.68852,-73.93588000000003,Entire home/apt,90,30,62,2019-06-01,1.09,3,335
3897,3897,2728293,East Village w/ Private Bathroom & Roof & Elevator,12511213,Vijay,Manhattan,East Village,40.7221,-73.98259,Private room,90,4,1,2016-06-13,0.02,1,0
31792,31802,27487078,Private Suite,1353336,Dennis,Queens,Astoria,40.75759,-73.91703000000003,Private room,90,7,1,2018-09-29,0.07,1,0
23979,23986,20659540,Bright Studio-Bedroom in a loft in ProspectHeights,2807926,Javier,Brooklyn,Prospect Heights,40.67984000000001,-73.9703,Private room,90,2,0,,,1,0
3924,3924,2763675,Private Room & Bath 20 mins to Manhattan,458965,Mercedes,Brooklyn,Bedford-Stuyvesant,40.67952,-73.93751999999998,Private room,90,2,32,2019-10-09,0.48,2,285
39040,39050,33716380,"Bed Stuy 2 bdrm apt., close to restaurants, etc.",24302484,Madhavi,Brooklyn,Bedford-Stuyvesant,40.68527,-73.94578,Entire home/apt,90,2,0,,,1,85
23989,23996,20663997,"Quiet, spacious room in hip Greenpoint apartment",48608026,Sarah,Brooklyn,Greenpoint,40.7228,-73.94538,Private room,90,1,3,2017-09-30,0.11,1,0
37263,37273,32085492,Charming Bedroom in West Village,8962177,Giselle,Manhattan,West Village,40.73231,-74.00376999999997,Private room,90,1,8,2019-09-26,0.98,1,307
915,915,394026,ArtistLoft-MccarenPark-Williamsburg>Parkview,1651591,Todd,Brooklyn,Greenpoint,40.72049000000001,-73.95221,Private room,90,2,2,2018-10-08,0.02,2,72
16304,16304,13724932,1-bedroom on Franklin Ave,6263778,Shaeera,Brooklyn,Crown Heights,40.6698,-73.95835,Private room,90,2,0,,,1,0
27187,27197,22530764,House of Love,165448425,Shana,Brooklyn,East Flatbush,40.65129,-73.94058000000003,Private room,90,1,11,2019-09-28,0.58,1,360
925,925,399946,Light Superhosted Chill LES Apt,1996265,David,Manhattan,Lower East Side,40.72123,-73.98996,Private room,90,10,72,2019-10-22,0.78,1,339
48164,48174,39648018,Joe's City Block Apartment 2,296771080,Joseph,Brooklyn,East Flatbush,40.65836,-73.92276,Private room,90,1,0,,,2,89
17760,17760,15066761,Serene private room in chic Astoria apartment,72572525,Samantha,Queens,Astoria,40.76145,-73.92273,Private room,90,3,6,2017-10-23,0.16,2,0
3829,3829,2653186,"Bright, spacious 1BR in UES",13360423,Izumi,Manhattan,Upper East Side,40.77645,-73.94865,Entire home/apt,90,30,13,2016-04-30,0.23,1,0
21852,21853,19036742,Private Room near Columbia University,16070950,Lorenzo,Manhattan,Morningside Heights,40.81192,-73.96164,Private room,90,20,1,2017-12-31,0.04,1,122
31884,31894,27549021,AWESOME MODERN ROOM IN CHARMING AREA+ SWEET ROOF C,29650513,Katie Graham,Brooklyn,Clinton Hill,40.69473,-73.96165,Private room,90,30,2,2019-07-16,0.21,7,286
38206,38216,32967426,Empire Room at industrial design home,38043348,Moises,Manhattan,East Harlem,40.80808,-73.9405,Private room,90,1,36,2019-11-18,4.41,3,176
31880,31890,27546086,"Beautiful, clean bedroom close to Central Park!",22318190,Jane,Manhattan,East Harlem,40.79657,-73.94932,Private room,90,10,11,2019-09-07,0.69,1,24
27128,27138,22479926,"Artistic, bohemian, cozy, quiet home.",4070519,Lizette,Brooklyn,Williamsburg,40.71239,-73.95098,Private room,90,2,30,2019-11-07,1.33,1,0
991,991,449034,Spacious Loft 5 min to Union Square,124357,Alex,Brooklyn,Williamsburg,40.71756,-73.95281999999997,Private room,90,1,156,2019-07-26,1.69,3,346
21838,21839,19019275,Nice apartment near Lincoln Center,71360671,Yuhua,Manhattan,Upper West Side,40.77317,-73.98729,Entire home/apt,90,30,0,,,1,165
50011,50027,40365863,"A cozy, charming, New York home for your stay.",312009434,Alexandra,Manhattan,East Harlem,40.78869,-73.94798,Private room,90,3,0,,,1,28
3767,3767,2570488,Union Square - Best NYC location,153675,,Manhattan,East Village,40.73112,-73.98558,Private room,90,5,118,2019-10-28,1.73,2,67
36817,36827,31577186,A home away from home,158106154,Marva,Queens,Rosedale,40.65131,-73.73151999999997,Entire home/apt,90,1,6,2019-02-22,0.56,1,157
3768,3768,2570561,Charming apartment river view,1676600,Angie,Manhattan,Washington Heights,40.84309,-73.94126999999997,Private room,90,3,2,2016-07-16,0.03,1,0
33174,33184,28835184,Bronx Apartment,217439132,Rosalyn,Bronx,Edenwald,40.88805,-73.83248,Entire home/apt,90,15,0,,,1,90
22910,22911,19820146,Light filled apartment in Sunset Park,3171141,Stav,Brooklyn,Sunset Park,40.64203,-74.01383,Entire home/apt,90,30,0,,,1,0
31853,31863,27527902,Cozy 1 bedroom apartment in trendy Bushwick.,101144679,Jorge,Brooklyn,Bushwick,40.6944,-73.9242,Entire home/apt,90,3,42,2019-11-30,2.68,1,50
3794,3794,2612035,UPPER WEST SIDE 2BR APT  ,10894722,Naftali,Manhattan,Upper West Side,40.79733,-73.96104,Entire home/apt,90,5,0,,,1,0
3795,3795,2613864,Sunny Studio NYC West 50's,6222620,Joe,Manhattan,Hell's Kitchen,40.76608,-73.99203,Entire home/apt,90,2,1,2014-04-24,0.01,1,0
17747,17747,15056492,GIGANTIC Beautiful Bedroom in LES Apartment,5330919,Rick,Manhattan,Chinatown,40.71676,-73.99369,Private room,90,20,0,,,1,338
33180,33190,28838780,Studio w/ great location in heart of Brooklyn!,65826607,Dylan,Brooklyn,Downtown Brooklyn,40.69632,-73.98454,Entire home/apt,90,9,2,2019-03-11,0.18,1,1
34490,34500,29955067,"CITY LINE, HALF BROOKLYN /QUEENS COZY CORNER",128162460,Winston,Brooklyn,East New York,40.67037,-73.85899,Private room,90,3,0,,,1,180
50023,50039,40371046,Cozy Private Room R. Close to everything,311848529,Brandon,Manhattan,Midtown,40.74969,-73.9859,Private room,90,7,0,,,2,161
3769,3769,2571224,Williamsburg Bedroom & Study,13165300,Sean,Brooklyn,Williamsburg,40.72002,-73.9578,Entire home/apt,90,14,2,2018-05-08,0.1,1,248
34524,34534,29965956,Cozy Apartment near Central Park,225261197,Sunny,Manhattan,Upper West Side,40.7857,-73.97459,Private room,90,1,84,2019-12-05,8.51,2,0
22945,22946,19845056,"Luxury, affordable and seconds from trains",118816229,Ali,Bronx,Williamsbridge,40.88349,-73.86261,Private room,90,1,14,2019-11-20,1.82,2,0
26725,26735,22252595,Perfect Stay to see all of Manhattan Sites,26984764,Lawrence,Queens,Long Island City,40.74397,-73.95666999999997,Private room,90,2,1,2018-01-02,0.04,1,0
34602,34612,30017757,Two Rooms Next to Central Park,2653479,Brian,Manhattan,Upper West Side,40.79505,-73.96382,Private room,90,2,3,2019-07-31,0.36,4,74
14190,14190,12068031,Huge Tropical Surf Shack Loft,920002,Sheryl,Brooklyn,Bushwick,40.6909,-73.90733,Private room,90,3,4,2016-06-16,0.09,2,308
21644,21645,18869692,Beautiful Bright bedroom with private bathroom,1750299,Julie,Brooklyn,Williamsburg,40.71173,-73.94417,Private room,90,5,16,2019-11-12,0.6,2,6
14176,14176,12050932,Luxury IBR apmt in Crown Heights,64534798,Olivia Loksing,Brooklyn,Crown Heights,40.66505,-73.95213000000003,Entire home/apt,90,2,2,2016-05-14,0.05,1,0
31645,31655,27360252,"Modern, Private Bedroom with Patio and Roof Access",74323368,Joan,Manhattan,Harlem,40.81968,-73.9436,Private room,90,3,57,2019-11-25,3.47,1,57
47980,47990,39561204,CUTEST ROOM JUST 10 MIN INTO MANHATTAN !!,139282811,Lourdes,Brooklyn,Williamsburg,40.71931,-73.94631,Private room,90,1,6,2019-11-24,6.0,3,47
33240,33250,28909110,Modern 1 Bedroom In Vibrant BK Neighborhood,10218689,Bere,Brooklyn,Crown Heights,40.67088,-73.95128000000003,Entire home/apt,90,4,27,2019-06-25,1.91,1,0
47977,47987,39560659,CUTE ROOM JUST 10 MIN. INTO MANHATTAN !!!,139282811,Lourdes,Brooklyn,Williamsburg,40.72043,-73.94505,Private room,90,1,2,2019-12-01,2.0,3,58
15458,15458,13217755,Large Bedroom on upper west/columbia,47896181,Zichen,Manhattan,Upper West Side,40.80125,-73.96529,Private room,90,1,3,2016-07-04,0.07,1,0
2267,2267,1220548,Cozy 2 BR apartment in Queens,2050338,Verena,Queens,Richmond Hill,40.69414,-73.82538000000002,Entire home/apt,90,30,35,2019-09-07,0.46,3,94
32587,32597,28218300,"Private Room: Cute Apt - Prospect Heights, Bklyn",7592992,Sam,Brooklyn,Prospect Heights,40.67785,-73.96987,Private room,90,1,0,,,1,0
4303,4303,3224913,Private Nook in Bushwick Improved Response Rate,16245414,Shae,Brooklyn,Bushwick,40.69436,-73.9253,Entire home/apt,90,1,131,2019-11-17,2.01,2,79
42707,42717,36449345,"Private Room/Bath in Brooklyn, 5 min from Subway.",115528632,Rachel & Alex,Brooklyn,Bedford-Stuyvesant,40.69171,-73.95418000000002,Private room,90,1,16,2019-09-02,3.29,1,0
31606,31616,27308088,"Sunny, Cozy & Clean Brooklyn Apt Steps from Train",42637974,Valentina,Brooklyn,Crown Heights,40.67782,-73.9474,Entire home/apt,90,7,0,,,1,0
37285,37295,32109492,AMAZING STUDIO AT THE TIME SQUARE AREA.,48146336,Irina,Manhattan,Hell's Kitchen,40.76157,-73.99355,Entire home/apt,90,30,4,2019-09-27,0.45,28,365
2250,2250,1196791,Creative Hub in Upper Manhattan,4324767,Caits & Taf,Manhattan,Washington Heights,40.83448,-73.94476,Private room,90,1,33,2016-05-09,0.45,1,339
17858,17858,15177242,Cozy room in 2br Cobble Hill apartment,156959,Ekaterina,Brooklyn,Carroll Gardens,40.68342,-73.9912,Private room,90,4,1,2016-10-02,0.03,2,0
2240,2240,1185525,Peaceful Brooklyn Flat,6483295,Jason,Brooklyn,Bay Ridge,40.63719,-74.03489,Entire home/apt,90,10,41,2019-11-03,0.53,1,88
42719,42729,36453792,Private + Sunny Bedroom in a Brooklyn Brownstone,22846609,Ma-Nyahn,Brooklyn,Crown Heights,40.67348,-73.9537,Private room,90,3,1,2019-09-30,0.44,1,62
31595,31605,27295492,HARLEM REBIRTH OF COOL,203982404,Maxime C/Armande C,Manhattan,East Harlem,40.8087,-73.93897,Private room,90,2,58,2019-11-26,3.56,6,172
4296,4296,3219401,Lovely room in Greenwich Village,3481965,Pierre-Hubert,Manhattan,Greenwich Village,40.72928,-74.00135,Private room,90,4,3,2017-01-01,0.05,1,0
26313,26323,22051523,Room 1 at Lower Manhattan 18mins from Timesquare,161057073,Stella,Manhattan,Lower East Side,40.71983,-73.9877,Private room,90,2,70,2019-11-15,2.88,4,65
48012,48022,39581460,Stylish bedroom/studio in Bushwick!,2213846,Marti,Brooklyn,Bushwick,40.70109,-73.91683,Entire home/apt,90,3,3,2019-11-17,2.65,2,133
31659,31669,27366783,Luxury Waterfront Condo with views and pool,6584607,Henry,Brooklyn,Williamsburg,40.71784,-73.96363000000002,Private room,90,1,26,2019-08-31,1.61,2,0
48146,48156,39637283,Affordable room,142099337,Fabiola,Brooklyn,Bedford-Stuyvesant,40.67763,-73.92846999999998,Private room,90,1,5,2019-11-14,4.41,3,172
1598,1598,773844,2 Beautiful Large Rooms/Fort Greene,4083145,Hannah,Brooklyn,Fort Greene,40.69377,-73.97009,Private room,90,10,1,2018-09-30,0.07,1,0
48129,48139,39631364,Studio Apt in the heart of East Williamsburg,57457584,Kethy,Brooklyn,Bushwick,40.6941,-73.91083,Entire home/apt,90,5,0,,,2,28
17808,17808,15115382,Private Guestroom in Landmark Bklyn Brownstone,24155326,Mark Winston,Brooklyn,Crown Heights,40.67619000000001,-73.94936,Entire home/apt,90,1,246,2019-11-23,6.37,1,0
21696,21697,18899768,Amazing private room in a 2 Bed/1Bath apartment!,14614795,Antonio,Manhattan,Upper East Side,40.76615,-73.95427,Private room,90,3,1,2017-06-09,0.03,1,2
38523,38533,33288485,Quiet Oasis in Brooklyn with Garden Patio,1307197,Jenn,Brooklyn,East Flatbush,40.66039,-73.93034,Private room,90,1,2,2019-05-19,0.28,1,0
17816,17816,15126686,Guest bedroom off of 30th ave,95886123,Melissa,Queens,Astoria,40.7656,-73.92293000000002,Private room,90,2,50,2019-11-11,1.29,2,334
31717,31727,27409329,Most beautiful bedroom in Harlem,203982404,Maxime C/Armande C,Manhattan,East Harlem,40.80874,-73.94038,Private room,90,2,54,2019-10-15,3.33,6,176
14231,14231,12095636,Sunny Artesian apartment,64846981,Maria,Brooklyn,Bushwick,40.69993,-73.92504,Private room,90,2,6,2017-05-08,0.14,1,357
22953,22954,19848191,Crown Heights 2 Bedroom Apt.,88001494,Mendy,Brooklyn,Crown Heights,40.66611,-73.93708000000002,Private room,90,2,45,2019-11-30,1.56,3,69
14230,14230,12095161,"Sunny, clean, classic NYC apartment",19965375,Remy,Manhattan,Chinatown,40.7137,-73.99638,Private room,90,1,0,,,1,0
23599,23600,20323803,Loft room - Lower East Side (Downtown Manhattan),55260292,Andre,Manhattan,Lower East Side,40.72017,-73.98411999999998,Private room,90,2,20,2019-11-26,0.77,1,1
31707,31717,27404189,COZY ROOM WITH GREAT VIEW in a DUPLEX APARTMENT!,68771051,Veli,Manhattan,East Harlem,40.79099,-73.93876999999998,Private room,90,59,2,2019-10-06,0.13,1,184
40812,40822,35059067,Huge Private room with two queen size bed near LGA,264092618,Ajmol,Queens,East Elmhurst,40.76444,-73.87238,Private room,90,1,35,2019-12-01,5.56,5,242
48054,48064,39603349,One private room in Lower East Side,134360723,David,Manhattan,East Village,40.7235,-73.98209,Private room,90,30,0,,,1,11
48052,48062,39603144,Light filled Sanctuary in BK,19097560,Kate,Brooklyn,Crown Heights,40.66479,-73.93814,Entire home/apt,90,2,0,,,1,66
48049,48059,39601529,"ASTORIA -Clean,PVT SAFE, BEDROOMnear LGA/NYC.",292984253,Ezra,Queens,Astoria,40.77451,-73.92706,Private room,90,1,0,,,1,359
39067,39077,33742429,Massive Room in Chill East Williamsburg Apartment,1648806,Maraliz,Brooklyn,Williamsburg,40.71439,-73.9409,Private room,90,2,5,2019-11-05,0.75,2,174
22957,22958,19853102,Fanta Sea Home,131777975,Jewell,Brooklyn,Brownsville,40.66293,-73.91729000000002,Private room,90,4,7,2019-11-10,0.28,3,89
26335,26345,22063918,25 minutes to Midtown NYC- Entire large apartment,2323561,Herminia,Queens,Elmhurst,40.74475,-73.88266,Entire home/apt,90,2,8,2019-01-02,0.34,1,0
37111,37121,31920843,"Cute Apartment in Heart of East Village, Manhattan",237718748,Cassandra,Manhattan,East Village,40.72742,-73.98235,Private room,90,5,1,2019-03-23,0.12,1,0
47416,47426,39340268,Happy Private Room in Brooklyn,220152135,Peter,Brooklyn,Bedford-Stuyvesant,40.68888,-73.92805,Private room,90,2,7,2019-11-25,4.04,4,355
21331,21331,18586873,Large Luxury Condominium In the Heart of Manhattan,129062212,Sara,Manhattan,Hell's Kitchen,40.75898,-73.99035,Entire home/apt,90,7,26,2019-11-06,0.84,1,301
40111,40121,34509302,Only 20mins to Midtown-Comfortable & spacious room,7832790,Michael,Queens,Astoria,40.76269,-73.91232,Private room,90,1,10,2019-11-04,1.51,2,86
5188,5188,4044906,Ft Greene / Garden / Sauna,15582617,Andrew,Brooklyn,Fort Greene,40.6878,-73.97166999999997,Entire home/apt,90,4,3,2017-07-30,0.1,1,0
9004,9004,7395202,Big room in Clinton Hil near subway,23425862,Gagandeep,Brooklyn,Bedford-Stuyvesant,40.69172,-73.95862,Private room,90,1,0,,,2,0
40181,40191,34548204,A cozy and cinematic flat,72289791,Lauren,Brooklyn,Bedford-Stuyvesant,40.68596,-73.9425,Entire home/apt,90,7,1,2019-05-22,0.15,1,62
11231,11231,9316653,Central Park/Museum Mile,31245408,Ginger,Manhattan,East Harlem,40.79259,-73.95170999999998,Private room,90,1,0,,,1,0
10852,10852,8993461,One bedroom and shared space,46976876,Carolina,Manhattan,East Village,40.72477,-73.98836,Private room,90,7,0,,,2,0
8438,8438,6923161,Cozy room just off Central Park,36285615,Selim,Manhattan,Harlem,40.80152,-73.9509,Private room,90,2,12,2016-07-05,0.22,1,0
35610,35620,30585278,"Bright, warm & wonderful bedroom in Greenpoint",5214227,Tasha,Brooklyn,Greenpoint,40.72386,-73.9506,Private room,90,2,4,2019-10-06,0.59,1,49
29053,29063,24493940,Private Bedroom with En Suite Bath on Central Park,1114587,Keenan & Emily,Manhattan,Upper West Side,40.79591,-73.96204,Private room,90,2,11,2019-09-22,0.56,2,175
12009,12009,9778407,Beautiful Room...15 min to NYC,40571321,Dana,Brooklyn,Bedford-Stuyvesant,40.69335,-73.93106999999998,Private room,90,1,0,,,1,0
28289,28299,23682503,Private Bedroom in a well-furnished Manhattan Apt,27245,Maryam,Manhattan,Midtown,40.75532000000001,-73.9654,Private room,90,2,15,2018-11-05,0.71,1,0
29969,29979,25486542,Adorable bedroom at UES!,64040975,May,Manhattan,Upper East Side,40.76525,-73.95557,Private room,90,3,1,2019-06-15,0.17,1,14
45596,45606,38458793,Cozy private room in beautiful brownstone,1418015,Reuben,Brooklyn,Crown Heights,40.67718,-73.95535,Private room,90,2,5,2019-11-19,1.83,7,64
12036,12036,9792286,Private room in East Village Apt.,48593918,Aaron,Manhattan,East Village,40.72265,-73.98365,Private room,90,2,221,2019-12-03,4.56,1,117
44986,44996,38103427,"Beautiful Bdrm, 15min to Time Sq - Cat included!",67403262,Kelsey,Manhattan,Harlem,40.80723,-73.95308,Private room,90,2,1,2019-09-30,0.45,1,0
29030,29040,24454114,Walter’s place,54548626,Mia,Queens,Flushing,40.75499,-73.78902,Private room,90,1,88,2019-11-17,4.41,1,334
29020,29030,24438564,Chic one Bedroom apartment NYC,53781263,Oscar,Queens,Ridgewood,40.70142,-73.90515,Entire home/apt,90,1,22,2019-06-30,1.2,2,75
10758,10758,8907362,1 Bdr in 3bdr East Village Apt,46537493,Erica,Manhattan,East Village,40.72822,-73.98128,Private room,90,3,0,,,1,0
12051,12051,9796155,"Sublet Room in Bushwick, Brooklyn",34202667,Sarah,Brooklyn,Bushwick,40.69084,-73.92075,Private room,90,3,0,,,1,0
8883,8883,7277878,Sunny and Spacious 1 Bedroom!,6862694,Hayley,Brooklyn,Prospect Heights,40.67628,-73.96425,Entire home/apt,90,5,1,2015-09-02,0.02,1,0
44488,44498,37780491,"Private Room, 2 Bathrooms, Wifi, 20 min to NYC",15637541,Michelle,Brooklyn,Bedford-Stuyvesant,40.68243,-73.94989,Private room,90,1,9,2019-11-25,2.73,1,157
44948,44958,38071457,Charming Brooklyn Loft with Lots of Natural Light,288950969,Emily,Brooklyn,Bedford-Stuyvesant,40.69631,-73.93755999999998,Private room,90,3,0,,,1,20
44024,44034,37461474,Spacious one bedroom apartment,121193513,Daniel,Manhattan,Washington Heights,40.85089,-73.92708,Entire home/apt,90,7,0,,,1,19
43754,43764,37287406,Bushwick's Triplex Townhouse Private Room,34068332,Michael,Brooklyn,Bushwick,40.69369,-73.91242,Private room,90,2,5,2019-09-12,1.27,1,0
28404,28414,23788475,Clean Room right by Columbus Circle / Central Park,26921064,Ken,Manhattan,Hell's Kitchen,40.76601,-73.98651,Private room,90,1,89,2019-11-17,4.3,2,6
10726,10726,8880999,NicE Room  with Private Bathroom BK:) SUPERHOST :),3441272,Jasmin,Brooklyn,Bushwick,40.69883,-73.93364,Private room,90,1,289,2019-12-03,5.73,5,286
7810,7810,6423799,UWS STUDIO,26624082,Maurine,Manhattan,Upper West Side,40.78885,-73.98013,Entire home/apt,90,4,1,2016-03-26,0.02,1,0
19726,19726,16779831,1 bdrm Plant-Filled Apartment (in shared 2 bdrm),3108771,Nicole,Brooklyn,Clinton Hill,40.69501,-73.96583000000003,Private room,90,2,6,2017-08-27,0.18,1,56
25240,25250,21504961,Carroll Gardens getaway,102228163,Cesar,Brooklyn,Carroll Gardens,40.67831,-74.00186,Entire home/apt,90,6,0,,,3,62
10907,10907,9042254,Beautiful & Spacious EV Bedroom,47187008,Francesca,Manhattan,East Village,40.72737,-73.98605,Private room,90,7,0,,,1,0
10895,10895,9028493,"Charming & Spacious, 2 bedrooms in❤️of Greenpoint",24780521,Alisa,Brooklyn,Greenpoint,40.72698,-73.94911,Entire home/apt,90,2,144,2019-11-30,3.46,1,32
11967,11967,9759525,Central Park South Artist's Studio,50331528,Sarah,Manhattan,Hell's Kitchen,40.76599,-73.98404000000002,Entire home/apt,90,5,3,2016-04-20,0.07,1,0
11968,11968,9759592,5 minutes to JFK airport bed/bath -room A,50331556,Marilee & Gene,Queens,Rosedale,40.67836,-73.729,Private room,90,1,58,2019-08-25,1.21,1,154
19506,19506,16556049,Private Bathroom and Cozy Bedroom in Brooklyn,78441349,Melissa,Brooklyn,East Flatbush,40.64638,-73.95065,Private room,90,1,30,2019-06-04,0.97,3,340
11636,11636,9563529,Clean and spacious apartment,48937383,Sophia,Manhattan,Inwood,40.86458,-73.92883,Private room,90,1,0,,,1,0
7866,7866,6462513,"Sunny Private Room, & bath",33750239,Chao,Brooklyn,Bedford-Stuyvesant,40.68521,-73.93706999999998,Private room,90,2,119,2019-11-03,2.16,2,46
11618,11618,9550485,Private Bedroom in Heart of Soho,34691404,Noah,Manhattan,SoHo,40.72501,-74.00353,Private room,90,3,2,2016-03-05,0.04,1,0
40326,40336,34673386,"Cozy Room in Soho, Manhattan!",161156714,Ignacio,Manhattan,SoHo,40.7247,-74.00293,Private room,90,14,0,,,1,33
25188,25198,21473096,FourTwin bunkbeds- 5 minutes from JFK,114975592,John And Colleen,Queens,Springfield Gardens,40.66668,-73.76417,Private room,90,1,2,2019-03-05,0.1,4,81
9081,9081,7460803,Large private bed/bath by Times Sq,18922562,Ishan,Manhattan,Hell's Kitchen,40.75538,-73.99750999999998,Private room,90,2,0,,,1,0
9642,9642,7869876,"Entire floor of house Very Private 2BR suite,SUNNY",17382996,Eileen,Bronx,Port Morris,40.80247,-73.91435,Entire home/apt,90,2,173,2019-12-04,3.34,1,337
45301,45311,38292765,Luxury Bedroom in a Modern Condo,116388678,Monique,Brooklyn,Bedford-Stuyvesant,40.68529,-73.92793,Private room,90,1,13,2019-12-03,4.7,1,145
